//ID	Skill Name	Identify if it is a lifeskill	Class	Left Handed Requirement	Right hand weapon restriction	Body Armor Requirement	Conch usage test	Skill Phase	Skill Type	Useful/Harmful	Learning Level	Prerequisite	Skill Points Consumption	Discharged Status	Apply point	Cast Range	Process target	Attack mode	Angle	Radius	Skill region shape	Skill prophase management formula	Skill adds surface status formula	Skill SP Formula	Durability consumption formula	Top-up consumption formula	Skill Region Formula	Discharge phase formula	effect phase formula	Positive effect forumala	Opposing effect formula	Bind status ID can be removed manually	Self parameter	Self Effect	Consumable	Duration	Target parameter	Splash parameter	Duration on target	Splash Persists Effect	Morph ID	Summon ID	Discharge Duration	Repeated Discharge Duration	Damage Effect	Play Action	action	keyframe	Attack Sound Effect	character dummy	Character Effect	Base Standard Value	item dummy	Item Effect	Item Effect 2	Path of Flight keyfram	character dummy	item dummy	Path of Flight Effect	Path of Flight speed	Attacked Sound Effect	dummy	Character attacked effect	Effect duration point	Surface attacked effect	Water Surface Effect	ICON	Skill Play Count	Operation Execute Command	Description	Effect	Consumption	Remark
0218	Вихрь	1	16,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	217,4	1	2	2	1000	5	2	0	0	3	0	SkillArea_State_Xw	SkillSp_Xw	0	0	SkillArea_Circle_Xw	0	Skill_Xw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xw	1	1	12	0	110	-1	278	0	0	247,0	0,0	-1	-1	-1	0	0	111	-1	0	0	279	0	s0218.tga	0	0	Creates a whirlpool to decrease movement speed of hostile ships within range	Effect increases with each level	Consumes 21 SP at Level 1. Increases by 1 SP per skill level	0
0219	Туман	1	16,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	217,2	1	2	2	800	4	2	0	0	3	0	SkillArea_State_Mw	SkillSp_Mw	0	0	SkillArea_Circle_Mw	0	Skill_Mw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Mw	1	1	12	0	112	-1	281	0	0	247,0	0,0	-1	-1	-1	0	0	-1	-1	282	0	0	0	s0219.tga	0	0	Uses Fog Coral to decrease attack of enemies within range	Requires Fog Coral to be equipped	Consumes 21 SP at Level 1. Increases by 1 SP per skill level	0
0220	Грозовая завеса	1	16,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	214,8	1	1	1	600	4	2	0	0	0	0	SkillArea_State_Lm	SkillSp_Lm	0	0	SkillArea_Circle_Lm	0	Skill_Lm_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Lm	1	1	12	0	114	-1	288	0	0	247,0	0,0	-1	-1	-1	0	0	115	-1	289	0	290	0	s0220.tga	0	0	Выберите нужную область для применения навыка	Урон зависит от уровня навыка,а так же общего количесва духа	Потребляет 1000 мн на 1 уровне и по 1000 мн за каждый следующий	0
0222	Бронелом	1	1,10;8,10;9,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	62,3	1	1	1	800	4	1	0	0	0	0	0	SkillSp_Pj	0	0	0	0	Skill_Pj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Pj	1	1	15	0	-1	2	304	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	2	305	0	0	0	s0222.tga	0	0	Уменьшает защиту цели	Увеличивает защита на 4 на 15 секунд за каждый уровень навыка	Тратится 25 МН	0
0223	Воодушевление	1	2,10;12,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	75,4	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Fnq	0	0	0	0	Skill_Fnq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fnq	0	1	12	-1	-1	-1	303	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0223.tga	0	0	Увеличивает скорость атаки персонажа	Усиливает на 11 пунктов в течение 15 секунд. За каждый уровень навыка добавляется 1 пункт.	Тратится 25 МН	0
0224	Отрав. Стрела	1	2,10;12,10	1,3	1,-1	1,-1	-1	2	1	0	-1	90,4	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_Dj	0	0	0	0	Skill_Dj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dj	2	1	7	-1	-1	2	298	0	-1	0,0	0,0	0	6	-1	1050	1600	-1	-1	0	0	0	0	s0224.tga	0	0	Выстреливает дротик, отравляющий жертву	Наносит 12 пунктов урона в секунду в течение 20 секунд на 1-м уровне. С каждым уровнем навыка урон возрастает на	Тратится 15 МН	0
0225	Закалка	1	5,10;13,10;14,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	97,3	1	1	1	600	5	1	0	0	0	0	0	SkillSp_Shpf	0	0	0	0	Skill_Shpf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Shpf	1	1	12	-1	-1	-1	299	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	300	-1	0	0	s0225.tga	0	0	Увеличивает защиту персонажа	Усиливает защиту на 14 пунктов. Действует в течение 180с. За каждый уровень навыка добавляется 4 пункта.	На 1-м уровне расходует 44 МН. На каждом следующем уровне – еще на 4 МН больше	0
0226	Мастерство канонира	2	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Hpsl_Use	Skill_Hpsl_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0226.tga	0	0	Увеличивает атаку корабля	0	Пассивный	0
0227	Усилен. дерев. конструкц.	2	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Jbjg_Use	Skill_Jbjg_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0227.tga	0	0	Увеличивает защиту судна	0	Пассивный	0
0228	Мореходство	2	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Cfs_Use	Skill_Cfs_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0228.tga	0	0	Повышает скорость корабля	0	Пассивный	0
0229	Усиление корпуса	2	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Ctqh_Use	Skill_Ctqh_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0229.tga	0	0	Усиление корпуса	0	Пассивный	0
0230	Улучшение топливного бака	2	-1,10	1,-1	1,-1	1,-1	-1	2	2	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	Skill_Bjkr_Use	Skill_Bjkr_Unuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0230.tga	0	0	Увеличивает топливную емкость судна	0	Пассивный	0
0231	Рыболовство	3	-1,10	2,73	1,-1	1,-1	-1	1	1	0	-1	-1	1	2	2	200	28	1	0	0	0	0	0	SkillSp_By	0	0	0	0	Skill_By_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_By	1	1	1	-1	71	1	308	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	0	0	0	0	0	s0231.tga	1	0	Доступно, если корабль оборудован рыболовной сетью	Для добычи рыбных ресурсов из моря	Пассивный	0
0232	Траление	3	-1,10	2,74	1.-1	1,-1	-1	1	1	0	-1	-1	1	2	2	200	29	1	0	0	0	0	0	SkillSp_Dl	0	0	0	0	Skill_Dl_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Dl	1	1	1	-1	72	1	310	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	0	0	0	0	0	s0232.tga	1	0	Доступно, если корабль имеет возможность к спасению груза	На затопленных кораблях можно найти ценные ресурсы	Пассивный	0
0233	Артобстрел	1	-1,10	1,-1	1,-1	1,-1	-1	3	0	0	-1	-1	1	2	3	1700	4	2	360	0	4	0	0	0	0	0	SkillArea_Circle_Paodan	0	Skill_Paodan_End	0	0	0	sp=sp(0)-30	0	0	0	hp=hp(1)-sklv(0)*200	0	0	0	0	0	0	1000	2	1	7	-1	146	1	284	0	0	0,0	0,0	-1	2	-1	1049	1600	147	-1	0	0	316	315	0	0	0	Осколки повредят все цели в области действия	0	0	0
0234	Крик смерти	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	400	4	1	0	0	0	0	0	SkillSp_Swcx	0	0	0	0	Skill_Swcx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Swcx	1	1	11	-1	40	9	317	0	0	0,0	0,0	0	9	-1	0	1600	41	2	318	0	0	0	s0081.tga	0	0	Навык босса	Навык босса	Навык босса	0
0235	Кровавая ярость	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	SkillSp_Xn	0	0	0	0	Skill_Xn_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xn	2	1	10	0	56	1	320	0	0	0,0	0,0	0	9	-1	1052	1600	57	2	322	0	0	0	s0087.tga	0	0	Навык босса	Навык босса	Навык босса	0
0236	Пещера	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_Nt	0	0	0	0	Skill_Nt_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Nt	2	1	10	0	78	1	0	0	0	0,0	0,0	0	1	-1	1053	1300	-1	2	323	0	0	0	s0101.tga	0	0	Навык босса	Навык босса	Навык босса	0
0237	Землетрясение	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	3	0	SkillArea_State_DiZ	SkillSp_DiZ	0	0	SkillArea_Square_DiZ	0	Skill_DiZ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_DiZ	1	1	10	-1	96	2	325	0	0	0,0	0,0	-1	1	-1	0	0	97	-1	0	0	326	0	s0121.tga	0	0	Навык босса	Навык босса	Навык босса	0
0238	Удар колосса	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	SkillSp_XiK	0	0	0	0	Skill_Xik_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Xik	1	1	11	0	40	2	333	0	0	0,0	0,0	0	9	-1	0	0	41	2	195	0	0	0	s0081.tga	0	0	Навык босса	Навык босса	Навык босса	0
0239	Поцелуй мороза	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	SkillSp_Biw	0	0	0	0	Skill_Biw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Biw	1	1	10	-1	40	9	327	0	0	0,0	0,0	0	9	-1	0	0	41	2	328	0	0	0	s0081.tga	0	0	Навык босса	Навык босса	Навык босса	0
0240	Секретный клинок	1	-1,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Fer	0	0	SkillArea_Circle_Fer	0	Skill_Fer_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fer	1	1	11	-1	44	-1,-1	330,331	0	0	0,0	0,0	-1	-1	-1	0	0	45	2	332	0	0	0	s0107.tga	0	0	Навык босса	Навык босса	Навык босса	0
0241	Поставить палатку	0	-1,3	1,-1	1,-1	1,-1	-1	1	1	0	-1	-1	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	-1	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	selling.tga	0	0	Пожалуйста, никому не мешай, когда раскладываешь товары на улицах	Открыть лавку на улице	0	0
0242	Насмешка	1	1,10;8,10;9,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	SkillSp_CHF	0	0	0	0	Skill_CHF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_CHF	1	1	11	-1	40	1	336	0	0	0,0	0,0	-1	9	-1	0	0	41	1	337	0	0	0	s0128.tga	0	0	Заманивает одиночную цель, чтобы атаковать ее	Длительность увеличивается с увеличением уровня умения	Тратится 10 МН	0
0243	Рык	1	8,10	1,-1	1,-1	1,-1	-1	2	1	0	-1	242,5	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Pax	0	0	SkillArea_Circle_Pax	0	Skill_Pax_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Pax	1	1	12	-1	44	-1	338	0	0	0,0	0,0	-1	-1	-1	0	0	45	1	337	0	0	0	s0129.tga	0	0	Завлекает множество целей, чтобы потом их атаковать	Радиус действия умения повышается с его уровнем	Тратится 20 МН	0
0244	Копия	1	-1	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_Fuz	0	0	0	0	Skill_Fuz_End	0	0	43	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Fuz	1	1	12	0	52	-1	121	0	0	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0123.tga	0	0	0	0	0	0
0245	Засада водоросли	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Hztx	0	0	SkillArea_Circle_Hztx	0	Skill_Hztx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Hztx	1	1	12	0	-1	-1	294	0	0	0,0	0,0	-1	-1	-1	0	0	-1	-1	101	0	0	0	s0127.tga	0	0	0	0	0	0
0246	Электрический удар медузы	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	2	3	600	4	2	0	0	3	0	SkillArea_State_Smdj	SkillSp_Smdj	0	0	SkillArea_Circle_Smdj	0	Skill_Smdj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Smdj	1	1	12	0	114	-1	288	0	0	247,0	0,0	-1	-1	-1	0	0	115	-1	289	0	290	0	s0220.tga	0	0	0	0	0	0
0247	Удар кальмара	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Wzxf	0	0	SkillArea_Circle_Wzxf	0	Skill_Wzxf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Wzxf	1	1	12	0	44	-1	100	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	101	0	0	0	s0107.tga	0	0	0	0	0	0
0248	Атака акулы	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	3	800	4	1	0	0	0	0	0	SkillSp_Syzm	0	0	0	0	Skill_Syzm_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Syzm	2	1	14	0	40	2	186	0	0	218,0	0,0	0	9	-1	1018	1600	41	2	195	-1	0	0	s0081.tga	0	0	0	0	0	0
0249	Разрушение ярости	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_Kdzb	0	0	SkillArea_Circle_Kdzb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Kdzb	1	1	12	0	44	-1	100	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	101	0	0	0	s0107.tga	0	0	0	0	0	0
0250	Примитивное умение 1	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	0	SkillSp_Kdzb	0	0	SkillArea_Circle_Kdzb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sgjn1	1	1	11	0	44	1	339	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	341	0	0	0	s0107.tga	0	0	0	0	0	0
0251	Первобытная ярость 2	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	0	SkillSp_Kdzb	0	0	SkillArea_Circle_Kdzb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Sgjn2	1	1	10	0	44	1	340	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	267	0	0	0	s0107.tga	0	0	0	0	0	0
0252	Взрыв водяной мины	1	-1	1,-1	1,-1	1,-1	-1	2	1	0	-1	-1	0	1	2	800	4	2	0	0	4	0	0	SkillSp_Slzb	0	0	SkillArea_Circle_Slzb	0	Skill_Slzb_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Slzb	1	1	7	-1	44	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	45	-1	101	-1	0	0	s0107.tga	0	0	Повреждает цели в радиусе	На 1-м уровне увеличивает силу атаки в 1,05 раза. На каждом следующем уровне – еще на 5%.	Потребляет 20 МН на 1-м уровне. Увеличивается на 1 МН за каждый уровень навыка.	0
0253	Пушечный удар	1	-1,10	1,-1	1,-1	1,-1	-1	3	0	0	-1	-1	1	2	3	1700	4	1	360	0	0	0	0	0	0	0	0	0	Skill_Range_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	7	-1	128	-1	0	0	0	0,0	0,0	-1	2	-1	1053	4000	-1	2	131	0	0	0	0	0	0	Осколки повредят все цели в области действия	0	0	0
0254	Ремонт	0	-1,10	1,-1	1,17	1,-1	-1	1	0	1	-1	-1	1	1	1	200	17	1	0	0	0	0	0	SkillSp_PKXL	0	0	0	0	Skill_PKXL_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_PKXL	1	1	38	0	122	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	216	0	0	0	s0233.tga	1	0	Воспользуйтесь молотом для ремонта корабля или механизмов	Эффективность возрастает на каждом следующем уровне	При ремонте расходуется некоторое количество материалов	0
0255	Кристальное благославление	1	13,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	600	2	1	0	0	0	0	0	SkillSp_BingX	0	0	0	0	Skill_BingX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BingX	1	1	12	-1	-1	-1	299	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	300	-1	0	0	s0225.tga	0	0	Делает цель неуязвимой к атаке в ближнем бою и магическим атакам	Длительность увеличивается с увеличением уровня умения	При использовании расходуется 1 Ледяной Кристалл	0
0256	Усиленная магия	1	14,10	1,-1	1,-1	1,-1	-1	2	1	1	-1	-1	1	1	1	600	5	1	0	0	0	0	0	SkillSp_Mlch	0	0	0	0	Skill_Mlch_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Mlch	1	1	12	-1	-1	-1	344	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-1	0	0	s0225.tga	0	0	Повышает магический урон цели	На более высоких уровнях возрастает продолжительность и эффективность навыка и появляется возможность колдовать, не используя п	Использует 1 Магический клевер при каждом применении	0
0257	Трупная атака	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	300	4	1	0	0	0	0	0	SkillSp_JSDD	0	0	0	0	Skill_JSDD_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JSDD	1	1	7	0	-1	6,9	347,347	0	-1	0,0	0,0	-1	-1	-1	0	0	132	2	131	0	0	0	t1121.tga	0	0	Increases magical damage of target	0	0	0
0258	Выстрел трупа	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1500	4	2	0	0	1	0	0	SkillSp_JSMF	0	0	SkillArea_Line_JSMF	0	Skill_JSMF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JSMF	1	1	7	0	-1	9	349	0	-1	0,0	0,0	-1	-1	-1	0	0	132	2	131	0	0	0	s0225.tga	0	0	Increases magical damage of target	0	0	0
0259	Мудрость лисьего даосиста	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_HDSMF	0	0	0	0	Skill_HDSMF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HDSMF	1	1	7	-1	40	9	350	0	0	0,0	0,0	0	9	-1	1054	1600	41	2	131	0	0	0	s0081.tga	0	0	Навык босса	Навык босса	0	0
0260	Дух лисьего даосиста	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_HYMF	0	0	0	0	Skill_HYMF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HYMF	2	1	7	-1	56	1	352	0	0	0,0	0,0	0	9	-1	1055	1600	57	2	131	0	0	0	s0087.tga	0	0	Навык босса	Deals magical damage. Damage is determined by skill level and Spirit	0	0
0261	Спешка	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_HYMH	0	0	0	0	Skill_HYMH_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HYMH	1	1	7	-1	56	-1	371	0	0	0,0	0,0	0	-1	-1	0	0	57	2	131	0	0	0	s0087.tga	0	0	Навык босса	Seduces male character	0	0
0262	Мудрость вечного лиса	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_FoxMagic	0	0	0	0	Skill_FoxMagic_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_FoxMagic	2	1	7	-1	40	9	372	0	0	0,0	0,0	0	9	-1	1055	1600	41	2	131	0	0	0	s0081.tga	0	0	Навык босса	Deals magical damage. Damage is determined by skill level and Spirit	0	0
0263	Ярость вечного лиса	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_FoxSquareMagic	0	0	SkillArea_Circle_FoxSquareMagic	0	Skill_FoxSquareMagic_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_FoxSquareMagic	1	1	7	-1	40	9	373	0	0	0,0	0,0	0	-1	-1	0	0	41	2	131	0	0	0	s0081.tga	0	0	Навык босса	Deals magical damage. Damage is determined by skill level and Spirit	0	0
0264	Ритуал	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_TZJSMagic	0	0	0	0	Skill_TZJSMagic_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_TZJSMagic	1	1	7	-1	40	-1	374	0	0	0,0	0,0	0	-1	-1	0	0	-1	2	131	0	0	0	s0225.tga	0	0	Навык босса	Навык босса	0	0
0265	Колдовство вождя	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_TZQZMagic	0	0	SkillArea_Circle_TZQZMagic	0	Skill_TZQZMagic_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_TZQZMagic	1	1	10	-1	40	1	375	0	0	0,0	0,0	0	9	-1	0	0	-1	2	101	0	0	0	s0225.tga	0	0	Навык босса	Навык босса	0	0
0266	Окружение крючка	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_JBXZSB	0	0	SkillArea_Circle_JBXZSB	0	Skill_JBXZSB_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JBXZSB	1	1	11	-1	40	-1,-1	805,806	0	0	0,0	0,0	0	9	-1	0	0	138	2	131	0	0	0	s0225.tga	0	0	Навык босса	Навык босса	0	0
0267	Вой собаки	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_QuanX	0	0	SkillArea_Circle_QuanX	0	Skill_QuanX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_QuanX	1	1	11	-1	44	-1	314	0	0	0,0	0,0	0	9	-1	0	0	-1	2	101	0	0	0	s0225.tga	0	0	Decreases attack and movement speed of targets within range	Decreases attack by 3 and movement speed by 1% over 20s per skill level.	0	0
0268	Поражение трупа	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	1	0	0	0	0	0	SkillSp_SD	0	0	0	0	Skill_SD_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_SD	2	1	10	0	40	1	802	0	0	0,0	0,0	0	9	-1	1052	1300	103	2	131	0	0	0	s0225.tga	0	0	Навык босса	Навык босса	0	0
0269	Удар ледянного дракона	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	500	4	2	0	0	2	0	0	SkillSp_BLGJ	0	0	SkillArea_Sector_BLGJ	0	Skill_BLGJ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BLGJ	2	1	8	0	40	9	800	0	0	0,0	0,0	0	9	-1	1033	1600	-1	0	0	0	376	0	s0225.tga	0	0	Навык босса	Increases attack by 1.5 times and decreases movement speed of target. Effects increases per skill level	0	0
0270	Блок киборга	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	1	0	0	SkillSp_JXJBFW	0	0	SkillArea_Line_JXJBFW	0	Skill_JXJBFW_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JXJBFW	1	1	7	-1	106	6,-1	265,266	0,0	0	0,0	0,0	0	-1	-1	0	0	107	2	267	-1	0	0	s0216.tga	0	0	Навык монстра	Навык монстра	0	0
0271	Паутина	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_CRXSF	0	0	0	0	Skill_CRXSF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_CRXSF	2	1	7	0	40	1	371	0	0	0,0	0,0	0	9	-1	1056	1600	41	2	131	0	0	0	s507.tga	0	0	Используйте что бы набросить на врага паутину	Обездвиживает на 3 секунды	0	0
0272	Проклятие Келпи	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_SXZZZ	0	0	0	0	Skill_SXZZZ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_SXZZZ	2	1	7	0	40	9	372	0	0	0,0	0,0	0	9	-1	1057	1600	41	2	131	0	0	0	s0081.tga	0	0	Навык монстра	Навык монстра	0	0
0273	Ледяной блок	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_XBLBD	0	0	0	0	Skill_XBLBD_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_XBLBD	2	1	7	0	40	9	801	0	0	0,0	0,0	0	9	-1	1033	1600	41	0	0	0	377	0	s0081.tga	0	0	Навык монстра	Навык монстра	0	0
